subject,bases,num_bases
theater -- loves labours lost,labour|lose|love|theater,4
theater -- memorandum,memorandum|theater,2
"theater -- music man, the",man|music|theater,3
"theater -- school for lies, the",lie|school|theater,3
theater -- side man,man|theater,2
theater -- smoke & mirrors,mirror|smoke|theater,3
theater -- strange findings,find|strang|theater,3
theater -- tova: out of her mind,mind|theater|tova,3
theater -- traces,theater|trace,2
theater -- wicked,theater|wick,2
"theater -- wild party, the",parti|theater|wild,3
theater -- wintuk,theater|wintuk,2
theater -- yoshimi battles the pink robots,battl|pink|robot|theater|yoshimi,5
theater companies,compani|theater,2
theater directors & producers,director|produc|theater,3
theater festivals,festiv|theater,2
theater history,histori|theater,2
theaters & cinemas,cinema|theater,2
theatre director,director|theatr,2
theft,theft,1
theism,theism,1
thematic apperception test,appercept|test|themat,3
thematic map,map|themat,2
thematic structure,structur|themat,2
theme (computing),comput|theme,2
theme parks,park|theme,2
thenar eminence,emin|thenar,2
theobald,theobald,1
theobroma,theobroma,1
theodicy,theodici,1
theodolite,theodolit,1
theologians,theologian,1
theological schools,school|theolog,2
theological seminary,seminari|theolog,2
theology,theolog,1
theophylline,theophyllin,1
theorems,theorem,1
theoretical definition,definit|theoret,2
theoretical linguistics,linguist|theoret,2
theoretical physics,physic|theoret,2
theoretical plate,plate|theoret,2
theoretical psychology,psycholog|theoret,2
theories of aging,age|theori,2
theory,theori,1
theory of art,art|theori,2
theory of change,chang|theori,2
theory of computation,comput|theori,2
theory of constraints,constraint|theori,2
theory of everything (philosophy),philosophi|theori,2
theory of multiple intelligences,intellig|multipl|theori,3
theory of reasoned action,action|reason|theori,3
theory of relativity,rel|theori,2
theory of the firm,firm|theori,2
theory x,theori,1
theory y,theori,1
therapeutic community,commun|therapeut,2
therapeutic drug monitoring,drug|monitor|therapeut,3
therapeutic effect,effect|therapeut,2
therapeutic irrigation,irrig|therapeut,2
therapeutic modalities,modal|therapeut,2
therapeutic plasma exchange,exchang|plasma|therapeut,3
therapeutic relationship,relationship|therapeut,2
therapeutic window,therapeut|window,2
therapists,therapist,1
therapy,therapi,1
thermal,thermal,1
thermal burn,burn|thermal,2
thermal comfort,comfort|thermal,2
thermal conduction,conduct|thermal,2
thermal conductivity,conduct|thermal,2
thermal cycling,cycl|thermal,2
thermal decomposition,decomposit|thermal,2
thermal diffusivity,diffus|thermal,2
thermal energy,energi|thermal,2
thermal energy storage,energi|storag|thermal,3
thermal equilibrium,equilibrium|thermal,2
thermal expansion,expans|thermal,2
thermal fluctuations,fluctuat|thermal,2
thermal instability,instabl|thermal,2
thermal management of electronic devices and systems,devic|electron|manag|system|thermal,5
thermal motion,motion|thermal,2
thermal pollution,pollut|thermal,2
thermal power station,power|station|thermal,3
thermal printers,printer|thermal,2
thermal protection,protect|thermal,2
thermal radiation,radiat|thermal,2
thermal shock,shock|thermal,2
thermal stability,stabil|thermal,2
thermal treatment,thermal|treatment,2
thermalisation,thermalis,1
thermistor,thermistor,1
thermoacoustics,thermoacoust,1
thermochemistry,thermochemistri,1
thermochromism,thermochrom,1
thermocline,thermoclin,1
thermocouple,thermocoupl,1
thermocouples,thermocoupl,1
thermodynamic cycle,cycl|thermodynam,2
thermodynamic equilibrium,equilibrium|thermodynam,2
thermodynamic free energy,energi|free|thermodynam,3
thermodynamic limit,limit|thermodynam,2
thermodynamic potential,potenti|thermodynam,2
thermodynamic system,system|thermodynam,2
thermodynamic temperature,temperatur|thermodynam,2
thermodynamics,thermodynam,1
thermoelectric effect,effect|thermoelectr,2
thermoforming,thermoform,1
thermogenesis,thermogenesi,1
thermography,thermographi,1
thermogravimetric analysis,analysi|thermogravimetr,2
thermogravimetry,thermogravimetri,1
thermohaline circulation,circul|thermohalin,2
thermoluminescence dating,date|thermoluminesc,2
thermometer,thermomet,1
thermometers,thermomet,1
thermoplastic,thermoplast,1
thermoplastic composites,composit|thermoplast,2
thermoregulation,thermoregul,1
thermosetting polymer,polym|thermosett,2
thermostat,thermostat,1
thermotherapy,thermotherapi,1
thesaurus,thesauru,1
theta function,function|theta,2
thiadiazoles,thiadiazol,1
thiamine,thiamin,1
thianthrene,thianthren,1
thiazine,thiazin,1
thiazole,thiazol,1
thiazolidine,thiazolidin,1
thiazoline,thiazolin,1
thickening,thicken,1
thickness measurement,measur|thick,2
thigh,thigh,1
thin client,client|thin,2
thin client computing,client|comput|thin,3
thin film,film|thin,2
thin film coatings,coat|film|thin,3
thin films,film|thin,2
thin layers,layer|thin,2
thin section,section|thin,2
thin-layer chromatography,chromatographi|layer|thin,3
think tanks,tank|think,2
thinning,thin,1
thio-,,0
thioacetamide,thioacetamid,1
thioamide,thioamid,1
thiocarbamate,thiocarbam,1
thiocarbamates,thiocarbam,1
thiocyanate,thiocyan,1
thioether,thioether,1
thioglycolic acid,acid|thioglycol,2
thiol,thiol,1
thiomersal,thiomers,1
thiophene,thiophen,1
thiophenol,thiophenol,1
thiophosphate,thiophosph,1
thiopyran,thiopyran,1
thiourea,thiourea,1
third age,age,1
third generation,gener,1
third law,law,1
third order,order,1
third party,parti,1
third party administrators,administr|parti,2
third party companies,compani|parti,2
third party reimbursement,parti|reimburs,2
third person,person,1
third ventricle,ventricl,1
third wave,wave,1
third world,world,1
third world and developing countries,countri|develop|world,3
third-degree burn,burn|degre,2
thirst,thirst,1
thistle,thistl,1
thixotropy,thixotropi,1
thomism,thomism,1
thoracic cavity,caviti|thorac,2
thoracic diseases,diseas|thorac,2
thoracic neoplasm,neoplasm|thorac,2
thoracic outlet syndrome,outlet|syndrom|thorac,3
thoracic spine,spine|thorac,2
thoracic surgery,surgeri|thorac,2
thoracic wall,thorac|wall,2
thoracoscope,thoracoscop,1
thoracoscopy,thoracoscopi,1
thoracotomy,thoracotomi,1
thorax,thorax,1
thorax (insect anatomy),anatomi|insect|thorax,3
thou,thou,1
thought experiment,experi|think,2
thrashing,thrash,1
thread (computing),comput|thread,2
threat assessment,assess|threat,2
threat evaluation,evalu|threat,2
threat model,model|threat,2
threats,threat,1
threats and threatening messages,messag|threat|threaten,3
three dimensional bodies,bodi|dimension,2
three dimensional imaging,dimension|imag,2
three dimensional models,dimension|model,2
three dimensional printing,dimension|print,2
three gorges,gorg,1
three-body problem,bodi|problem,2
three-dimensional space,dimension|space,2
threshing,thresh,1
threshold dose,dose|threshold,2
threshold limit value,limit|threshold|valu,3
threshold model,model|threshold,2
threshold of pain,pain|threshold,2
thrift failures,failur|thrift,2
thrift stores,store|thrift,2
thriller,thriller,1
thrillers,thriller,1
thrips,thrip,1
thriving,thrive,1
throat,throat,1
throat cancer,cancer|throat,2
throat surgery,surgeri|throat,2
thrombocytopenia,thrombocytopenia,1
thromboembolism,thromboembol,1
thrombosis,thrombosi,1
thrombus,thrombu,1
throttle,throttl,1
throttles,throttl,1
throughflow,throughflow,1
throwing,throw,1
thrust,thrust,1
thrust bearings,bear|thrust,2
thrusters,thruster,1
thuja,thuja,1
thumb,thumb,1
thunder,thunder,1
thunderstorm,thunderstorm,1
thunderstorms,thunderstorm,1
thursday,thursday,1
thurstone scale,scale|thurston,2
thymelaeaceae,thymelaeacea,1
thymoma,thymoma,1
thymopentin,thymopentin,1
thymosin,thymosin,1
thymus gland,gland|thymu,2
thyroid,thyroid,1
thyroid cancer,cancer|thyroid,2
thyroid diseases,diseas|thyroid,2
thyroid gland,gland|thyroid,2
thyroidectomy,thyroidectomi,1
tian,tian,1
tibetan medicine,medicin|tibetan,2
tibia,tibia,1
tick,tick,1
ticket,ticket,1
ticket sales,sale|ticket,2
ticket scalping,scalp|ticket,2
tickets,ticket,1
ticks,tick,1
tics,tic,1
tidal current,current|tidal,2
tidal force,forc|tidal,2
tidal model,model|tidal,2
tidal power,power|tidal,2
tidal waves,tidal|wave,2
tides,tide,1
tier 2 network,network|tier,2
tiered pricing,price|tier,2
tierra,tierra,1
tiger,tiger,1
tight junction,junction|tight,2
tilapia,tilapia,1
tilde,tild,1
tile,tile,1
tiles,tile,1
tillage,tillag,1
tiller (botany),botani|tiller,2
tilling,till,1
tilt (camera),camera|tilt,2
tilt-up construction,construct|tilt,2
tilting rotors,rotor|tilt,2
timber,timber,1
timber industry,industri|timber,2
timberlands,timberland,1
time,time,1
time (measurement),measur|time,2
time allocation,alloc|time,2
time budget,budget|time,2
time capsules,capsul|time,2
time complexity,complex|time,2
time consistency,consist|time,2
time constant,constant|time,2
time constraint,constraint|time,2
time delay and integration,delay|integr|time,3
time derivative,deriv|time,2
time division multiple access,access|divis|multipl|time,4
time domain,domain|time,2
time evolution,evolut|time,2
time horizon,horizon|time,2
time limit,limit|time,2
time line,line|time,2
time management,manag|time,2
time of day,day|time,2
time of day pricing,day|price|time,3
time of death,death|time,2
time of flight,flight|time,2
time of use,time|use,2
time perspective,perspect|time,2
time point,point|time,2
time preference,prefer|time,2
time sequence,sequenc|time,2
time series,seri|time,2
time space,space|time,2
time synchronization,synchron|time,2
time to market,market|time,2
time to peak,peak|time,2
time travel,time|travel,2
time use,time|use,2
time value of money,money|time|valu,3
time zone,time|zone,2
time zones,time|zone,2
time-out,time,1
time-sharing,share|time,2
timeline,timelin,1
timeout,timeout,1
timesharing,timeshar,1
timestamp,timestamp,1
timing devices,devic|time,2
timing differences,differ|time,2
timing issues,issu|time,2
timor leste,lest|timor,2
tin,tin,1
tin dioxide,dioxid|tin,2
tincture (heraldry),heraldri|tinctur,2
tine,tine,1
tinea capitis,capiti|tinea,2
tinea versicolor,tinea|versicolor,2
tingling,tingl,1
tinker,tinker,1
tinnitus,tinnitu,1
tinospora cordifolia,cordifolia|tinospora,2
tiopronin,tiopronin,1
tipping point (physics),physic|point|tip,3
tips,tip,1
tips & tipping,tip,1
tire balance,balanc|tire,2
tire industry,industri|tire,2
tire marks,mark|tire,2
tires,tire,1
tissue bank,bank|tissu,2
tissue distribution,distribut|tissu,2
tissue engineering,engin|tissu,2
tissue expansion,expans|tissu,2
tissue fluid,fluid|tissu,2
tissue necrosis,necrosi|tissu,2
tissue plasminogen activator,activ|plasminogen|tissu,3
tissue repair,repair|tissu,2
tissue sample,sampl|tissu,2
tissues,tissu,1
titan (rocket family),famili|rocket|titan,3
titanic (ship),ship|titan,2
titanium,titanium,1
titanium alloys,alloy|titanium,2
titanium dioxide,dioxid|titanium,2
titanium nitride,nitrid|titanium,2
titanium oxide,oxid|titanium,2
title iii,iii|titl,2
title insurance,insur|titl,2
title page,page|titl,2
title searches,search|titl,2
titratable acid,acid|titrat,2
titration,titrat,1
tnf inhibitors,inhibitor|tnf,2
toad,toad,1
toads,toad,1
tobacco,tobacco,1
tobacco industry,industri|tobacco,2
tobacco leaf,leaf|tobacco,2
tobacco product,product|tobacco,2
tobacco smoke,smoke|tobacco,2
tobin's q,tobin,1
tobit model,model|tobit,2
toddler,toddler,1
toddlers,toddler,1
toe,toe,1
toeplitz matrix,matrix|toeplitz,2
tofu,tofu,1
toilet,toilet,1
toilet facilities,facil|toilet,2
toilet training,toilet|train,2
toiletry products,product|toiletri,2
toilets,toilet,1
token ring,ring|token,2
tokenism,token,1
tokens,token,1
tolerance,toler,1
tolerance analysis,analysi|toler,2
toll,toll,1
toll fraud,fraud|toll,2
toll free telephone numbers,free|number|telephon|toll,4
toll roads,road|toll,2
tolls,toll,1
toluene,toluen,1
toluidine,toluidin,1
tomatoes,tomato,1
tombs,tomb,1
tomography,tomographi,1
ton,ton,1
tone (literature),literatur|tone,2
tone burst,burst|tone,2
tongue,tongu,1
tonic (physiology),physiolog|tonic,2
tonicity,tonic,1
toning,tone,1
tonnage,tonnag,1
tonne,tonn,1
tonsil,tonsil,1
tonsillectomy,tonsillectomi,1
tonsillitis,tonsil,1
tony awards,award|toni,2
tool steel,steel|tool,2
tool steels,steel|tool,2
toolbox,toolbox,1
tooling,tool,1
toolkits,toolkit,1
tools,tool,1
tooth abnormality,abnorm|tooth,2
tooth crown,crown|tooth,2
tooth discoloration,discolor|tooth,2
tooth fracture,fractur|tooth,2
tooth mobility,mobil|tooth,2
tooth root,root|tooth,2
tooth sensitivity,sensit|tooth,2
tooth surface,surfac|tooth,2
tooth wear,tooth|wear,2
tooth whitening,tooth|whiten,2
toothache,toothach,1
toothbrushes,toothbrush,1
toothpaste,toothpast,1
top-down and bottom-up design,design,1
topaz,topaz,1
topic maps,map|topic,2
topic model,model|topic,2
topical agents,agent|topic,2
topical anesthesia,anesthesia|topic,2
topical steroid,steroid|topic,2
topicalization,topic,1
topographic databases,databas|topograph,2
topography,topographi,1
topological complexity,complex|topolog,2
topological conjugacy,conjugaci|topolog,2
topological data analysis,analysi|datum|topolog,3
topological defect,defect|topolog,2
topological entropy,entropi|topolog,2
topological index,index|topolog,2
topological insulator,insul|topolog,2
topological quantum field theory,field|quantum|theori|topolog,4
topological quantum number,number|quantum|topolog,3
topological space,space|topolog,2
topology,topolog,1
topology (electrical circuits),circuit|electr|topolog,3
toponymy,toponymi,1
topos theory,theori|topo,2
topping,top,1
topsis,topsi,1
torah,torah,1
toric variety,toric|varieti,2
tornado,tornado,1
tornadoes,tornado,1
torque,torqu,1
torr,torr,1
torsion (gastropod),gastropod|torsion,2
torsion pendulum clock,clock|pendulum|torsion,3
torsion spring,spring|torsion,2
torso,torso,1
torticollis,torticolli,1
tortoise,tortois,1
torts,tort,1
torture,tortur,1
torus,toru,1
tosyl,tosyl,1
total air temperature,air|temperatur|total,3
total anomalous pulmonary venous connection,anomal|connect|pulmonari|total|venou,5
total body surface area,area|bodi|surfac|total,4
total cost,cost|total,2
total cost of ownership,cost|ownership|total,3
total dissolved solids,dissolv|solid|total,3
total fat,fat|total,2
total hip arthroplasty,arthroplasti|hip|total,3
total hip replacement,hip|replac|total,3
total institution,institut|total,2
total internal reflection,intern|reflect|total,3
total joint replacement,joint|replac|total,3
total knee arthroplasty,arthroplasti|knee|total,3
total knee replacement,knee|replac|total,3
total organic carbon,carbon|organ|total,3
total pressure,pressur|total,2
total quality,qualiti|total,2
total station,station|total,2
total synthesis,synthesi|total,2
total variation,total|variat,2
total variation diminishing,diminish|total|variat,3
totalitarianism,totalitarian,1
totally geodesic,geodes|total,2
totem,totem,1
touch,touch,1
touch screens,screen|touch,2
touchdown,touchdown,1
touchpad,touchpad,1
touchscreen,touchscreen,1
toughened glass,glass|toughen,2
toughness,tough,1
tourette syndrome,syndrom|tourett,2
tourette's syndrome,syndrom|tourett,2
touring productions,product|tour,2
tourism,tourism,1
tourism & travel,tourism|travel,2
tourism -- aichi japan,aichi|japan|tourism,3
tourism -- boston massachusetts,boston|massachusett|tourism,3
tourism -- buenos aires argentina,air|argentina|bueno|tourism,4
tourism -- carlsbad california,california|carlsbad|tourism,3
tourism -- charlotte vermont,charlott|tourism|vermont,3
tourism -- europe,europ|tourism,2
tourism -- ko phangan island,island|phangan|tourism,3
tourism -- melbourne victoria australia,australia|melbourn|tourism|victoria,4
tourism -- nagoya japan,japan|nagoya|tourism,3
tourism -- new brunswick canada,brunswick|canada|new|tourism,4
tourism -- savannah georgia,georgia|savannah|tourism,3
tourism -- vance alabama,alabama|tourism|vanc,3
tourism development,develop|tourism,2
tourist attractions,attract|tourist,2
tourmaline,tourmalin,1
tournament,tournament,1
tournaments & championships,championship|tournament,2
tourniquet,tourniquet,1
towels,towel,1
tower,tower,1
tower crane,crane|tower,2
tower of babel,babel|tower,2
towers,tower,1
towing,tow,1
town centre,centr|town,2
town council,council|town,2
towns,town,1
townsend,townsend,1
toxic epidermal necrolysis,epiderm|necrolysi|toxic,3
toxic gas,toxic,1
toxicity,toxic,1
toxicology,toxicolog,1
toxin,toxin,1
toxins,toxin,1
toxoplasmosis,toxoplasmosi,1
toy industry,industri|toy,2
toyota,toyota,1
toys,toy,1
trac,trac,1
trace (psycholinguistics),psycholinguist|trace,2
trace element,element|trace,2
trace elements,element|trace,2
trace fossil,fossil|trace,2
trace gas,trace,1
trace mineral,miner|trace,2
trace minerals,miner|trace,2
traceability,traceabl,1
tracer,tracer,1
tracheostomy tube,tracheostomi|tube,2
tracheotomy,tracheotomi,1
trachoma,trachoma,1
tracing,trace,1
track & field,field|track,2
track (disk drive),disk|drive|track,3
tracking,track,1
tracking (education),educ|track,2
tracking control systems,control|system|track,3
tracking devices,devic|track,2
tracking stock,stock|track,2
tracking systems,system|track,2
traction (geology),geolog|traction,2
traction control system,control|system|traction,3
traction motor,motor|traction,2
tractive force,forc|tractiv,2
tractor,tractor,1
tractor trailers,tractor|trailer,2
tractors,tractor,1
trade adjustment assistance,adjust|assist|trade,3
trade agreements,agreement|trade,2
trade association,associ|trade,2
trade barrier,barrier|trade,2
trade barriers,barrier|trade,2
trade credit,credit|trade,2
trade cycles,cycl|trade,2
trade deficit,deficit|trade,2
trade development,develop|trade,2
trade disputes,disput|trade,2
trade finance,financ|trade,2
trade liberalization,liber|trade,2
trade negotiation,negoti|trade,2
trade policy,polici|trade,2
trade promotion,promot|trade,2
trade publications,public|trade,2
trade regulation,regul|trade,2
trade relations,relat|trade,2
trade restrictions,restrict|trade,2
trade secrets,secret|trade,2
trade shows,show|trade,2
trade shows and fairs,fair|show|trade,3
trade shows andfairs,andfair|show|trade,3
trade surplus,surplu|trade,2
trade union,trade|union,2
trade volume,trade|volum,2
trade-off,trade,1
trademark,trademark,1
trademarks,trademark,1
trademarks and trade names,name|trade|trademark,3
tradeoff analysis,analysi|tradeoff,2
tradescantia,tradescantia,1
tradeshows and fairs,fair|tradeshow,2
trading cards,card|trade,2
trading desks,desk|trade,2
trading strategy,strategi|trade,2
traditional authority,author|tradit,2
traditional economy,economi|tradit,2
traditional education,educ|tradit,2
traditionalism,tradition,1
traditions,tradit,1
traffic,traffic,1
traffic accident,accid|traffic,2
traffic accidents,accid|traffic,2
traffic accidents & safety,accid|safeti|traffic,3
traffic analysis,analysi|traffic,2
traffic assignment,assign|traffic,2
traffic calming,calm|traffic,2
traffic congestion,congest|traffic,2
traffic control,control|traffic,2
traffic engineering,engin|traffic,2
traffic flow,flow|traffic,2
traffic flow (computer networking),comput|flow|network|traffic,4
traffic generation model,gener|model|traffic,3
traffic intensity,intens|traffic,2
traffic jams,jam|traffic,2
traffic management,manag|traffic,2
traffic model,model|traffic,2
traffic models,model|traffic,2
traffic network,network|traffic,2
traffic planning,plan|traffic,2
traffic police,polic|traffic,2
traffic safety,safeti|traffic,2
traffic signal,signal|traffic,2
traffic signals,signal|traffic,2
traffic signs,sign|traffic,2
traffic speed,speed|traffic,2
traffic system,system|traffic,2
traffic violations,traffic|violat,2
traffic volume,traffic|volum,2
tragacanth,tragacanth,1
tragedies,tragedi,1
tragedy (event),event|tragedi,2
tragicomedy,tragicomedi,1
trailer,trailer,1
trailer equipment,equip|trailer,2
trailers,trailer,1
trailing edge,edg|trail,2
trails,trail,1
train,train,1
trainer,trainer,1
trainers,trainer,1
training,train,1
training (meteorology),meteorolog|train,2
training and development,develop|train,2
training devices,devic|train,2
training industry,industri|train,2
training manual,manual|train,2
training set,set|train,2
training system,system|train,2
trains,train,1
trait,trait,1
trajectory,trajectori,1
trampoline,trampolin,1
trance,tranc,1
tranche,tranch,1
tranquilizer,tranquil,1
tranquilizers,tranquil,1
tranquillity,tranquil,1
trans fats,fat|tran,2
trans-pacific partnership agreement,agreement|pacif|partnership|tran,4
transaction cost,cost|transact,2
transaction processing,process|transact,2
transactional analysis,analysi|transact,2
transactional leadership,leadership|transact,2
transactive memory,memori|transact,2
transceivers,transceiv,1
transcellular,transcellular,1
transcendence (philosophy),philosophi|transcend,2
transcendental function,function|transcendent,2
transcendental number,number|transcendent,2
transcoding,transcod,1
transcranial doppler,doppler|transcrani,2
transcranial magnetic stimulation,magnet|stimul|transcrani,3
transcription (linguistics),linguist|transcript,2
transcription factors,factor|transcript,2
transculturation,transcultur,1
transcutaneous electrical nerve stimulation-tens,electr|nerv|stimul|ten|transcutan,5
transdermal,transderm,1
transdermal medication,medic|transderm,2
transdisciplinarity,transdisciplinar,1
transducer,transduc,1
transduction (biophysics),biophys|transduct,2
transect,transect,1
transesophageal echocardiogram,echocardiogram|transesophag,2
transfer (computing),comput|transfer,2
transfer efficiency,effici|transfer,2
transfer factor,factor|transfer,2
transfer function,function|transfer,2
transfer line,line|transfer,2
transfer matrix,matrix|transfer,2
transfer of funds,fund|transfer,2
transfer of learning,learn|transfer,2
transfer of title,titl|transfer,2
transfer of training,train|transfer,2
transfer operator,oper|transfer,2
transfer payments,payment|transfer,2
transfer pricing,price|transfer,2
transfer printing,print|transfer,2
transfer problem,problem|transfer,2
transfer rna,rna|transfer,2
transfer taxes,taxi|transfer,2
transfer-matrix method (optics),matrix|method|optic|transfer,4
transferrin,transferrin,1
transfers of employees,employe|transfer,2
transfinite number,number|transfinit,2
transformation geometry,geometri|transform,2
transformation group,group|transform,2
transformation processes,process|transform,2
transformational leadership,leadership|transform,2
transformative learning,learn|transform,2
transformers,transform,1
transforming growth factor,factor|growth|transform,3
transgender,transgend,1
transgender persons,person|transgend,2
transgenic animals,anim|transgen,2
transgenic plants,plant|transgen,2
transhumanism,transhuman,1
transient (computer programming),comput|program|transient,3
transient ischemic attack,attack|ischem|transient,3
transient response,respons|transient,2
transient state,state|transient,2
transillumination,transillumin,1
transistors,transistor,1
transit advertising,advertis|transit,2
transit systems,system|transit,2
transit time,time|transit,2
transition countries,countri|transit,2
transition economies,economi|transit,2
transition economy,economi|transit,2
transition point,point|transit,2
transition rate matrix,matrix|rate|transit,3
transition rules,rule|transit,2
transition system,system|transit,2
transition time,time|transit,2
transition zone,transit|zone,2
transitions,transit,1
transitive closure,closur|transit,2
transitive relation,relat|transit,2
translanguaging,translanguag,1
translating,translat,1
translation,translat,1
translation studies,studi|translat,2
translational medicine,medicin|translat,2
translational motion,motion|translat,2
translational research,research|translat,2
translational science,scienc|translat,2
translational symmetry,symmetri|translat,2
translations,translat,1
translators,translat,1
transliteration,transliter,1
transmission (telecommunications),telecommun|transmiss,2
transmission components,compon|transmiss,2
transmission electron microscopy,electron|microscopi|transmiss,3
transmission line,line|transmiss,2
transmission loss,loss|transmiss,2
transmittance,transmitt,1
transmitters,transmitt,1
transnationalism,transnation,1
transnationality,transnation,1
transoral robotic surgery,robot|surgeri|transor,3
transparency,transpar,1
transparency (behavior),behavior|transpar,2
transpersonal,transperson,1
transpersonal psychology,psycholog|transperson,2
transplantation,transplant,1
transplants & implants,implant|transplant,2
transponder (aeronautics),aeronaut|transpond,2
transponders,transpond,1
transport economics,econom|transport,2
transport infrastructure,infrastructur|transport,2
transport network,network|transport,2
transport phenomena,phenomena|transport,2
transport protein,protein|transport,2
transport system,system|transport,2
transport theory,theori|transport,2
transportation,transport,1
transportation & shipping,ship|transport,2
transportation & transit,transit|transport,2
transportation economics,econom|transport,2
transportation industry,industri|transport,2
transportation infrastructure,infrastructur|transport,2
transportation networks,network|transport,2
transportation planning,plan|transport,2
transportation policy,polici|transport,2
transportation research,research|transport,2
transportation safety,safeti|transport,2
transportation security administration (tsa),administr|secur|transport|tsa,4
transportation services,servic|transport,2
transportation systems,system|transport,2
transportation terminals,termin|transport,2
transportation theory,theori|transport,2
transportation/transit,transit|transport,2
transposition (logic),logic|transposit,2
transputer,transput,1
transsexuality,transsexu,1
transshipment (information security),inform|secur|transship,3
transthoracic echocardiogram,echocardiogram|transthorac,2
transthyretin,transthyretin,1
transversal (combinatorics),combinator|transvers,2
transversality,transvers,1
transverse colon,colon|transvers,2
transverse diameter,diamet|transvers,2
transverse plane,plane|transvers,2
transversus abdominis,abdomini|transversu,2
transvestism,transvest,1
trap (plumbing),plumb|trap,2
trapping,trap,1
trauma,trauma,1
trauma care,care|trauma,2
trauma centers,center|trauma,2
trauma centre,centr|trauma,2
traumatic brain injury,brain|injuri|traumat,3
traumatic injury,injuri|traumat,2
traumatic memories,memori|traumat,2
traumatic stress,stress|traumat,2
travel,travel,1
travel & entertainment cards,card|entertain|travel,3
travel & entertainment expenses,entertain|expens|travel,3
travel agencies,agenc|travel,2
travel and vacations,travel|vacat,2
travel behavior,behavior|travel,2
travel industry,industri|travel,2
travel insurance,insur|travel,2
travel literature,literatur|travel,2
travel medicine,medicin|travel,2
travel nursing,nurs|travel,2
travel patterns,pattern|travel,2
travel time,time|travel,2
travel writing,travel|write,2
travelers checks,check|travel,2
traveling salesman problem,problem|salesman|travel,3
traveling wave,travel|wave,2
travelling salesman problem,problem|salesman|travel,3
traverse,travers,1
tray,tray,1
trays,tray,1
treadmill,treadmil,1
treads,tread,1
treason,treason,1
treasure,treasur,1
treasuries,treasuri,1
treasury,treasuri,1
treasury bills,bill|treasuri,2
treasury bonds,bond|treasuri,2
treasury notes,note|treasuri,2
treasury operations,oper|treasuri,2
treasury stock,stock|treasuri,2
treasury workstations,treasuri|workstat,2
treaties,treati,1
treatment and control groups,control|group|treatment,3
treatment effect,effect|treatment,2
treatment modality,modal|treatment,2
treatment protocol,protocol|treatment,2
treaty,treati,1
tree (set theory),set|theori|tree,3
tree frog,frog|tree,2
tree health,health|tree,2
tree planting,plant|tree,2
tree traversal,travers|tree,2
trees,tree,1
trees & shrubs,shrub|tree,2
trefoil,trefoil,1
trehalose,trehalos,1
tremor (muscular contraction),contract|muscular|tremor,3
trend analysis,analysi|trend,2
trend following,follow|trend,2
trendelenburg,trendelenburg,1
trendelenburg position,posit|trendelenburg,2
trends,trend,1
trephine,trephin,1
trespass,trespass,1
trespassing,trespass,1
triacetin,triacetin,1
triad (sociology),sociolog|triad,2
triage,triag,1
trial by ordeal,ordeal|trial,2
trial preparation,prepar|trial,2
triality,trialiti,1
trials,trial,1
triamcinolone acetonide,acetonid|triamcinolon,2
triangle inequality,inequ|triangl,2
triangular array,array|triangular,2
triangular prism,prism|triangular,2
triangulation,triangul,1
triarylmethane dye,dye|triarylmethan,2
triathlon,triathlon,1
triazene,triazen,1
triazine,triazin,1
triazole,triazol,1
tribal colleges & universities,colleg|tribal|univers,3
tribal leaders,leader|tribal,2
tribe,tribe,1
triboelectric effect,effect|triboelectr,2
tribology,tribolog,1
tribromide,tribromid,1
tribunal,tribun,1
tribunals & commissions,commiss|tribun,2
tributary,tributari,1
tribute,tribut,1
tributyltin,tributyltin,1
tricalcium silicate,silic|tricalcium,2
triceps surae muscle,muscl|sura|tricep,3
trichloroacetic acid,acid|trichloroacet,2
trichloroethylene,trichloroethylen,1
trichoderma,trichoderma,1
trichoderma viride,trichoderma|virid,2
trichome,trichom,1
trichomonas vaginalis,trichomona|vaginali,2
trichomoniasis,trichomoniasi,1
trichosanthin,trichosanthin,1
trichotomy (philosophy),philosophi|trichotomi,2
tricine,tricin,1
trickle,trickl,1
trickster,trickster,1
triclosan,triclosan,1
tricuspid valve,tricuspid|valv,2
tricyclic,tricycl,1
trident,trident,1
triethoxysilane,triethoxysilan,1
triethylamine,triethylamin,1
triethylene glycol,glycol|triethylen,2
triethylenetetramine,triethylenetetramin,1
trifluoride,trifluorid,1
trifluoroacetic acid,acid|trifluoroacet,2
trifluoroacetic anhydride,anhydrid|trifluoroacet,2
trifolium repens,repen|trifolium,2
trigeminal nerve,nerv|trigemin,2
trigeminal neuralgia,neuralgia|trigemin,2
triglycerides,triglycerid,1
trigonella,trigonella,1
trigonelline,trigonellin,1
trigonometric functions,function|trigonometr,2
trigonometric series,seri|trigonometr,2
trigonometry,trigonometri,1
trigram,trigram,1
trihexyphenidyl,trihexyphenidyl,1
trilogy,trilog,1
trim,trim,1
trimetazidine,trimetazidin,1
trimethylamine,trimethylamin,1
trimethylsilane,trimethylsilan,1
trimethylsilyl,trimethylsilyl,1
trimming,trim,1
trinitarian theology,theolog|trinitarian,2
trinity,triniti,1
trinomial,trinomi,1
trip distribution,distribut|trip,2
tripalmitin,tripalmitin,1
triphenylamine,triphenylamin,1
triphenylmethane,triphenylmethan,1
triple helix,helix|tripl,2
triple junction,junction|tripl,2
