source,K,year,pp_mean,pp_sd,pp_lo,pp_hi,rank_mean,rank_sd,rank_lo,rank_hi,rank_norm_mean,rank_norm_sd,rank_norm_lo,rank_norm_hi,n_anchor
paper,8,2008,1077.8108791028824,314.7541754448656,866.3561468181194,1289.2656113876453,414.9238701298702,91.67854631668538,353.33338466529625,476.5143555944441,0.02413049550042862,0.005331697953863647,0.020548612077074507,0.027712378923782734,11.0
paper,8,2009,1076.9558277304839,321.4092133807409,861.0301801255779,1292.88147533539,413.61101298701305,95.30190551317781,349.58632169249915,477.63570428152696,0.023766650174510885,0.005476176838084112,0.020087704516031663,0.027445595832990107,11.0
paper,8,2010,1082.7692757003156,319.93730503962365,867.8324695739341,1297.706081826697,410.6925324675325,98.40216318279509,344.58505973059243,476.80000520447254,0.02352325634157354,0.005636185530831953,0.019736815380639924,0.027309697302507156,11.0
paper,8,2011,1132.7441511950053,319.457293340418,918.1298213160179,1347.3584810739928,412.6416753246753,95.0667566489108,348.7749591867113,476.5083914626393,0.023469552685967208,0.0054070502018490965,0.01983704693360889,0.027102058438325527,11.0
paper,8,2012,1087.467870506636,305.9631533918613,881.9190271972939,1293.0167138159782,406.5612467532467,94.42962158830548,343.12256377315623,469.9999297333371,0.022916478594963454,0.005322677503427399,0.01934065519266987,0.026492301997257037,11.0
paper,8,2013,1110.1441330515854,331.2850925196299,887.5837795641,1332.7044865390708,412.3583116883117,102.20963725606107,343.6929430641901,481.02368031243327,0.02318834345657716,0.005747603737055675,0.01932705072620987,0.027049636186944455,11.0
paper,8,2014,1099.6026904359294,320.95980647081785,883.9789585012138,1315.226422370645,408.710025974026,99.80314320339218,341.6613620526546,475.75868989539737,0.023032404957679685,0.005624296602050841,0.019253951087779917,0.026810858827579453,11.0
paper,8,2015,1074.4911400108488,307.28981623786945,868.0510324743099,1280.9312475473876,403.5798051948052,96.62602828403979,338.6655561187971,468.4940542708133,0.02273689043351015,0.0054437199033261835,0.019079749640495608,0.026394031226524693,11.0
paper,8,2016,1083.1241250350188,316.0573791452006,870.7938885915663,1295.4543614784711,400.8205194805195,98.38096733382879,334.7272863086699,466.91375265236917,0.022597988356572108,0.0055466520456575975,0.018871696809419282,0.026324279903724934,11.0
paper,8,2017,1080.3133374035112,316.38740237791825,867.7613883355211,1292.8652864715013,401.9205844155844,100.96566304079403,334.090929040657,469.75023979051184,0.022660009269638858,0.0056923754321922555,0.018835819419330043,0.026484199119947673,11.0
paper,8,2018,1071.8845166116337,321.9144902111303,855.6194194132515,1288.1496138100158,400.560974025974,102.543965285216,331.6710007757174,469.45094727623064,0.02236521351345472,0.00572551453295455,0.0185187605123237,0.026211666514585744,11.0
paper,8,2019,1042.0492692194368,305.06315807515676,837.1050509908654,1246.9934874480082,399.4135714285714,100.18036564480353,332.11148602280605,466.71565683433676,0.0221588666534575,0.005557856623844857,0.01842504776825554,0.02589268553865946,11.0
paper,8,2020,1084.6542765251795,317.4686496153991,871.3759356791868,1297.9326173711722,410.0629350649351,104.09093786724722,340.1336914929331,479.9921786369371,0.022530930498073354,0.005719282300398199,0.018688664367743576,0.026373196628403133,11.0
paper,8,2021,1036.3694790944635,303.9617491276369,832.1651974650005,1240.5737607239264,399.98675324675327,100.02109667455142,332.79166619110777,467.18184030239877,0.022137854397097256,0.005535814515970303,0.01841884360145604,0.025856865192738474,11.0
paper,8,2022,1051.8825420462902,311.23822900123946,842.7898547222136,1260.9752293703668,403.03224675324674,103.79031525741227,333.30496419857377,472.7595293079197,0.022336081065908155,0.0057520680147091705,0.01847178919300453,0.026200372938811778,11.0
paper,8,2023,1048.5564417790872,308.2492593906451,841.4717715620823,1255.6411119960921,403.1742857142857,103.43590836974109,333.68509694644325,472.66347448212815,0.022261293452282355,0.005711220162870138,0.01842444353964128,0.02609814336492343,11.0
